,title,year,runtime_minutes,genres,averagerating,numvotes,studio,domestic_gross_x,foreign_gross,release_date,production_budget,worldwide_gross,domestic_roi,worldwide_roi,original_language,original_title,popularity,vote_average,vote_count,title_change
124,Bone Tomahawk,2015.0,132.0,"Adventure,Drama,Horror",7.1,70298.0,,,0.0,2015-10-23,2000000.0,475846.0,-1.0,-0.762077,en,Bone Tomahawk,11.890999999999998,6.8,905,False
125,Book Club,2018.0,104.0,"Comedy,Drama,Romance",6.1,18728.0,Par.,68600000.0,0.0,2018-05-18,10000000.0,91113683.0,5.8566296,8.1113683,en,Book Club,11.514000000000001,6.0,301,False
126,Boyhood,2014.0,165.0,Drama,7.9,315584.0,IFC,25400000.0,1.0,2014-07-11,4000000.0,57273049.0,5.34499375,13.31826225,en,Boyhood,11.140999999999998,7.5,3097,False
127,Brick Mansions,2014.0,90.0,"Action,Crime",5.7,37528.0,Rela.,20400000.0,1.0,2014-04-25,28000000.0,73421224.0,-0.2715418214285714,1.6221865714285715,en,Brick Mansions,9.193999999999999,5.9,909,False
128,Bridesmaids,2011.0,125.0,"Comedy,Romance",6.8,249501.0,Uni.,169100000.0,1.0,2011-05-13,32500000.0,289632023.0,4.2065144,7.911754553846154,en,Bridesmaids,9.805,6.5,2783,False
129,Bridge of Spies,2015.0,142.0,"Drama,History,Thriller",7.6,263004.0,BV,72300000.0,1.0,2015-10-16,40000000.0,162498338.0,0.80784385,3.06245845,en,Bridge of Spies,12.835999999999999,7.2,4313,False
130,Broken City,2013.0,109.0,"Crime,Drama,Thriller",6.2,71704.0,Fox,19700000.0,0.0,2013-01-18,35000000.0,34480045.0,-0.4371096,-0.014855857142857143,en,Broken City,13.645999999999999,5.9,814,False
131,Bucky Larson: Born to Be a Star,2011.0,97.0,Comedy,3.3,10648.0,,,0.0,2011-09-09,10000000.0,2529395.0,-0.7470605,-0.7470605,en,Bucky Larson: Born to Be a Star,7.109,4.2,79,False
132,Bumblebee,2018.0,114.0,"Action,Adventure,Sci-Fi",6.9,94155.0,Par.,127200000.0,1.0,2018-12-21,102000000.0,465195589.0,0.24701557843137256,3.560741068627451,en,Bumblebee,43.078,6.5,2425,False
133,By the Sea,2015.0,122.0,"Drama,Romance",5.3,16206.0,Uni.,538000.0,1.0,2015-11-13,20000000.0,3727746.0,-0.973077,-0.8136127,en,By the Sea,6.471,5.4,306,False
134,Camp X-Ray,2014.0,117.0,"Drama,War",6.9,36700.0,IFC,13300.0,0.0,2014-10-17,1000000.0,101053.0,-0.990163,-0.898947,en,Camp X-Ray,15.237,6.8,618,False
135,Can You Ever Forgive Me?,2018.0,106.0,"Biography,Comedy,Crime",7.2,29473.0,FoxS,8800000.0,0.0,2018-10-19,10000000.0,11752387.0,-0.1196135,0.1752387,en,Can You Ever Forgive Me?,17.604,6.9,450,False
136,Captain America: Civil War,2016.0,147.0,"Action,Adventure,Sci-Fi",7.8,583507.0,BV,408100000.0,1.0,2016-05-06,250000000.0,1140069413.0,0.632337396,3.560277652,en,Captain America: Civil War,39.137,7.4,14000,False
137,Captain America: The First Avenger,2011.0,124.0,"Action,Adventure,Sci-Fi",6.9,668137.0,Par.,176700000.0,1.0,2011-07-22,140000000.0,370569776.0,0.26181789285714285,1.6469269714285715,en,Captain America: The First Avenger,25.808000000000003,6.9,12810,False
138,Captain America: The Winter Soldier,2014.0,136.0,"Action,Adventure,Sci-Fi",7.8,666252.0,BV,259800000.0,1.0,2014-04-04,170000000.0,714401889.0,0.5279232823529412,3.2023640529411765,en,Captain America: The Winter Soldier,18.073,7.7,11034,False
139,Captain Phillips,2013.0,134.0,"Biography,Drama,Thriller",7.8,387402.0,Sony,107100000.0,1.0,2013-10-11,55000000.0,220648184.0,0.9479348545454546,3.0117851636363637,en,Captain Phillips,15.482999999999999,7.6,3909,False
140,Captain Underpants: The First Epic Movie,2017.0,89.0,"Action,Animation,Comedy",6.2,21903.0,Fox,73900000.0,1.0,2017-06-02,38000000.0,126577874.0,0.9452894736842106,2.3309966842105263,en,Captain Underpants: The First Epic Movie,18.31,6.0,587,False
141,Carnage,2011.0,80.0,"Comedy,Drama",7.2,111372.0,,,0.0,2011-12-16,25000000.0,38112154.0,-0.89813012,0.52448616,en,Carnage,10.181000000000001,7.1,1478,False
142,Carol,2015.0,118.0,"Drama,Romance",7.2,100680.0,Wein.,12700000.0,1.0,2015-11-20,11800000.0,42843521.0,0.077245,2.6308068644067797,en,Carol,13.095999999999998,7.4,1949,False
143,Carrie,2013.0,100.0,"Drama,Horror",5.9,125424.0,,,0.0,2013-10-18,30000000.0,82409520.0,0.17555396666666667,1.746984,en,Carrie,13.686,5.9,2681,False
144,Cars 3,2017.0,102.0,"Adventure,Animation,Comedy",6.8,59408.0,BV,152900000.0,1.0,2017-06-16,175000000.0,383541369.0,-0.12627934285714285,1.1916649657142857,en,Cars 3,18.427,6.7,2596,False
145,Casino Jack,2010.0,108.0,"Biography,Comedy,Crime",6.2,16191.0,ATO,1000000.0,1.0,2010-12-17,12500000.0,2272186.0,-0.83681048,-0.81822512,en,Casino Jack,9.432,6.1,149,False
146,Cats & Dogs: The Revenge of Kitty Galore,2010.0,82.0,"Action,Comedy,Family",4.3,12642.0,WB,43600000.0,1.0,2010-07-30,85000000.0,113026383.0,-0.48722643529411763,0.32972215294117646,en,Cats & Dogs: The Revenge of Kitty Galore,10.544,4.9,273,False
147,Cedar Rapids,2011.0,87.0,Comedy,6.3,34759.0,FoxS,6900000.0,0.0,2011-02-11,10000000.0,7862131.0,-0.3138898,-0.2137869,en,Cedar Rapids,7.694,6.0,206,False
148,Central Intelligence,2016.0,107.0,"Action,Comedy,Crime",6.3,138872.0,WB (NL),127400000.0,1.0,2016-06-17,50000000.0,217194805.0,1.54881742,3.3438961,en,Central Intelligence,14.478,6.3,3133,False
149,Chain Letter,2010.0,87.0,,6.5,49.0,NFC,139000.0,1.0,2010-10-01,3000000.0,1022453.0,-0.931386,-0.6591823333333333,en,Chain Letter,6.44,4.1,63,False
150,Chappie,2015.0,120.0,"Action,Crime,Drama",6.8,213733.0,Sony,31600000.0,1.0,2015-03-06,49000000.0,105002056.0,-0.35572922448979594,1.1428991020408164,en,Chappie,24.52,6.7,4995,False
151,Chasing Mavericks,2012.0,116.0,"Biography,Drama,Sport",7.2,28994.0,Fox,6000000.0,1.0,2012-10-26,20000000.0,8300821.0,-0.6998622,-0.58495895,en,Chasing Mavericks,6.546,7.0,329,False
152,Chernobyl Diaries,2012.0,86.0,"Horror,Mystery,Thriller",5.0,60304.0,WB,18100000.0,1.0,2012-05-25,1000000.0,42411721.0,17.11964,41.411721,en,Chernobyl Diaries,14.658,5.0,842,False
153,Child 44,2015.0,137.0,"Crime,Drama,History",6.5,59477.0,LG/S,1200000.0,1.0,2015-04-17,50000000.0,8004221.0,-0.9755134,-0.83991558,en,Child 44,26.386,6.2,903,False
154,Christopher Robin,2018.0,104.0,"Adventure,Animation,Comedy",7.3,52737.0,,,0.0,2018-08-03,75000000.0,197504758.0,0.3228672266666667,1.6333967733333334,en,Christopher Robin,20.930999999999997,7.4,1280,False
155,Circumstance,2011.0,107.0,Drama,5.9,7055.0,RAtt.,454000.0,0.0,2011-08-26,900000.0,958978.0,-0.4954211111111111,0.06553111111111111,fa,Circumstance,2.86,6.9,45,False
156,Cirque du Soleil: Worlds Away,2012.0,91.0,Fantasy,6.8,7643.0,,,0.0,2012-12-21,25000000.0,28012862.0,-0.49948552,0.12051448,en,Cirque du Soleil: Worlds Away,6.537999999999999,6.8,82,False
157,Close Range,2015.0,80.0,"Action,Crime",5.0,3974.0,,,0.0,2015-12-11,3000000.0,0.0,-1.0,-1.0,en,Close Range,6.604,5.2,87,False
158,Cloud Atlas,2012.0,172.0,"Action,Drama,Mystery",7.4,326473.0,WB,27100000.0,1.0,2012-10-26,102000000.0,130673154.0,-0.7342326274509804,0.28110935294117645,en,Cloud Atlas,14.681,6.8,4505,False
159,Cloudy with a Chance of Meatballs 2,2013.0,95.0,"Adventure,Animation,Comedy",6.4,81010.0,Sony,119800000.0,1.0,2013-09-27,78000000.0,274392649.0,0.5358149615384615,2.517854474358974,en,Cloudy with a Chance of Meatballs 2,18.335,6.4,1679,False
160,Coco,2017.0,98.0,Horror,7.4,35.0,BV,209700000.0,1.0,2017-11-22,175000000.0,798008101.0,0.19843437142857143,3.5600462914285713,en,Coco,25.961,8.2,8669,False
161,Code of Honor,2016.0,106.0,"Action,Crime,Thriller",4.2,1961.0,,,0.0,2016-05-06,8000000.0,0.0,-1.0,-1.0,en,Code of Honor,4.408,4.2,36,False
162,Coffee Town,2013.0,87.0,Comedy,6.6,4666.0,,,0.0,2013-07-09,2000000.0,0.0,-1.0,-1.0,en,Coffee Town,4.758,6.7,56,False
163,Collateral Beauty,2016.0,97.0,"Drama,Romance",6.8,78764.0,WB (NL),31000000.0,1.0,2016-12-16,36000000.0,85309093.0,-0.13844386111111112,1.3696970277777778,en,Collateral Beauty,12.857000000000001,7.2,3270,False
164,Colombiana,2011.0,108.0,"Action,Drama,Thriller",6.4,87659.0,TriS,36700000.0,1.0,2011-08-26,40000000.0,72295262.0,-0.08335365,0.80738155,en,Colombiana,10.584000000000001,6.5,1371,False
165,Compadres,2016.0,101.0,"Action,Comedy,Crime",4.7,876.0,PNT,3100000.0,0.0,2016-04-22,3000000.0,7445044.0,0.042591,1.4816813333333334,es,Compadres,1.9269999999999998,5.1,21,False
166,Conan the Barbarian,2011.0,113.0,"Action,Adventure,Fantasy",5.2,90834.0,,,0.0,2011-08-19,90000000.0,63356133.0,-0.7633886555555556,-0.2960429666666667,en,Conan the Barbarian,17.046,5.2,1024,False
167,Contagion,2011.0,106.0,"Action,Drama,Thriller",6.6,201536.0,WB,75700000.0,1.0,2011-09-09,60000000.0,137551594.0,0.26096828333333333,1.2925265666666668,en,Contagion,10.444,6.3,2128,False
168,Contraband,2012.0,109.0,"Action,Crime,Drama",6.5,111709.0,Uni.,66500000.0,1.0,2012-01-13,25000000.0,98406855.0,1.66112,2.9362742,en,Contraband,12.357000000000001,6.2,1114,False
169,Cop Car,2015.0,88.0,"Crime,Thriller",6.3,27081.0,,,0.0,2015-08-07,5000000.0,143658.0,-0.9730896,-0.9712684,en,Cop Car,11.414000000000001,5.8,452,False
170,Cop Out,2010.0,107.0,"Action,Comedy,Crime",5.6,81656.0,WB,44900000.0,1.0,2010-02-26,37000000.0,55909910.0,0.21285083783783784,0.5110786486486486,en,Cop Out,8.82,5.4,796,False
171,Counting,2015.0,111.0,Documentary,6.0,126.0,,,0.0,2015-07-31,50000.0,8374.0,-0.83252,-0.83252,en,Counting,0.6,8.3,3,False
172,Country Strong,2010.0,117.0,"Drama,Music",6.3,16296.0,SGem,20200000.0,1.0,2010-12-22,15000000.0,20601987.0,0.34792806666666665,0.3734658,en,Country Strong,7.567,6.3,126,False
173,Courageous,2011.0,129.0,Drama,7.0,17586.0,TriS,34500000.0,0.0,2011-09-30,2000000.0,35185884.0,16.2611105,16.592942,en,Courageous,7.406000000000001,7.0,128,False
174,Crazy Rich Asians,2018.0,120.0,"Comedy,Romance",7.0,96617.0,WB,174500000.0,1.0,2018-08-15,30000000.0,238099711.0,4.817764033333333,6.936657033333334,en,Crazy Rich Asians,17.969,7.1,1496,False
175,Creed II,2018.0,130.0,"Drama,Sport",7.2,72503.0,MGM,115700000.0,1.0,2018-11-21,50000000.0,213591522.0,1.31431778,3.27183044,en,Creed II,26.906999999999996,6.7,2236,False
176,Criminal,2016.0,113.0,"Action,Crime,Drama",6.3,51666.0,,,0.0,2016-04-15,31500000.0,38771262.0,-0.5330572698412699,0.23083371428571428,en,Criminal,13.651,5.9,897,False
177,Criminal Activities,2015.0,94.0,"Crime,Drama,Thriller",5.8,7739.0,,,0.0,2015-11-20,7000000.0,386744.0,-1.0,-0.9447508571428571,en,Criminal Activities,7.914,5.9,166,False
178,Crimson Peak,2015.0,119.0,"Drama,Fantasy,Horror",6.5,119287.0,Uni.,31100000.0,1.0,2015-10-16,55000000.0,74966854.0,-0.4347214545454545,0.3630337090909091,en,Crimson Peak,9.897,6.5,2986,False
179,Cyrus,2010.0,91.0,"Comedy,Drama,Romance",6.3,32457.0,FoxS,7500000.0,1.0,2010-06-18,7000000.0,10062896.0,0.06699085714285714,0.4375565714285714,en,Cyrus,7.735,6.0,201,False
180,Danny Collins,2015.0,106.0,"Biography,Comedy,Drama",7.0,27435.0,BST,5600000.0,1.0,2015-03-20,10000000.0,8465845.0,-0.4362934,-0.1534155,en,Danny Collins,8.933,6.7,260,False
181,Dark Shadows,2012.0,113.0,"Comedy,Fantasy,Horror",6.2,229818.0,WB,79700000.0,1.0,2012-05-11,150000000.0,238202668.0,-0.46848567333333335,0.5880177866666667,en,Dark Shadows,15.75,5.9,4197,False
182,Dark Skies,2013.0,97.0,"Horror,Sci-Fi,Thriller",6.3,65754.0,W/Dim.,17400000.0,1.0,2013-02-22,3500000.0,27704111.0,3.976762,6.9154602857142855,en,Dark Skies,11.582,6.1,1004,False
183,Darkest Hour,2017.0,125.0,"Biography,Drama,History",7.4,136546.0,Focus,56500000.0,1.0,2017-11-22,30000000.0,150807172.0,0.8814373333333333,4.026905733333333,en,Darkest Hour,15.331,7.3,2715,False
184,Darling Companion,2012.0,103.0,"Comedy,Drama,Romance",5.1,3085.0,SPC,794000.0,0.0,2012-04-20,12000000.0,1200346.0,-0.9338873333333333,-0.8999711666666667,en,Darling Companion,4.656000000000001,5.0,46,False
185,Dawn of the Planet of the Apes,2014.0,130.0,"Action,Adventure,Drama",7.6,390199.0,Fox,208500000.0,1.0,2014-07-11,170000000.0,710644566.0,0.22673875882352942,3.1802621529411765,en,Dawn of the Planet of the Apes,27.641,7.3,7080,False
186,Dead Man Down,2013.0,118.0,"Action,Crime,Drama",6.5,61238.0,FD,10900000.0,1.0,2013-03-08,30000000.0,19599974.0,-0.6368235,-0.34666753333333333,en,Dead Man Down,10.349,6.0,866,False
187,Deadfall,2012.0,95.0,"Crime,Drama,Thriller",6.3,36491.0,,,0.0,2012-12-07,6000000.0,1673635.0,-0.9889415,-0.7210608333333334,en,Deadfall,9.491,5.9,357,False
188,Deadpool,2016.0,108.0,"Action,Adventure,Comedy",8.0,820847.0,Fox,363100000.0,1.0,2016-02-12,58000000.0,801025593.0,5.259839810344827,12.810786086206896,en,Deadpool,35.067,7.6,20175,False
189,Dear White People,2014.0,108.0,"Comedy,Drama,Romance",6.1,23321.0,RAtt.,4400000.0,0.0,2014-10-17,1250000.0,5403771.0,2.5233232,3.3230168,en,Dear White People,7.455,6.1,296,False
190,Death Wish,2018.0,107.0,"Action,Crime,Drama",6.4,50279.0,,,0.0,2018-03-02,30000000.0,48575965.0,0.13390093333333333,0.6191988333333334,en,Death Wish,18.014,5.9,1207,False
191,Deepwater Horizon,2016.0,107.0,"Action,Drama,History",7.1,133303.0,LG/S,61400000.0,1.0,2016-09-30,156000000.0,122603824.0,-0.6061953397435897,-0.2140780512820513,en,Deepwater Horizon,13.685,6.7,2606,False
192,Deliver Us from Evil,2014.0,118.0,"Horror,Mystery,Thriller",6.2,63793.0,,,0.0,2014-07-02,30000000.0,87956618.0,0.0192374,1.9318872666666667,en,Deliver Us from Evil,11.283,6.1,1104,False
193,Delivery Man,2013.0,105.0,"Comedy,Drama",6.4,70706.0,BV,30700000.0,1.0,2013-11-22,22000000.0,70536870.0,0.39362804545454544,2.2062213636363635,en,Delivery Man,7.962000000000001,6.2,858,False
194,Den of Thieves,2018.0,140.0,"Action,Crime,Drama",7.0,69648.0,STX,44900000.0,1.0,2018-01-19,30000000.0,80131391.0,0.49825406666666666,1.6710463666666666,en,Den of Thieves,22.738000000000003,6.6,1244,False
195,Denial,2016.0,93.0,Documentary,7.4,25.0,BST,4099999.0,0.0,2016-09-30,10000000.0,9263940.0,-0.5926552,-0.073606,en,Denial,9.267000000000001,6.7,349,False
196,Despicable Me,2010.0,95.0,"Animation,Comedy,Family",7.7,464511.0,Uni.,251500000.0,1.0,2010-07-09,69000000.0,543464573.0,2.6451302173913045,6.87629815942029,en,Despicable Me,23.673000000000002,7.2,10057,False
197,Despicable Me 2,2013.0,98.0,"Adventure,Animation,Comedy",7.4,344230.0,Uni.,368100000.0,1.0,2013-07-03,76000000.0,975216835.0,3.842965592105263,11.831800460526315,en,Despicable Me 2,19.014,6.9,7319,False
198,Despicable Me 3,2017.0,89.0,"Adventure,Animation,Comedy",6.3,92580.0,Uni.,264600000.0,1.0,2017-06-30,75000000.0,1034727750.0,2.528324,12.79637,en,Despicable Me 3,16.407,6.3,4106,False
199,Destroyer,2018.0,121.0,"Action,Crime,Drama",6.2,13683.0,Annapurna,1500000.0,1.0,2018-12-25,9000000.0,3681096.0,-0.8296306666666666,-0.5909893333333334,en,Destroyer,17.815,5.9,176,False
200,Devil,2010.0,80.0,"Horror,Mystery,Thriller",6.2,122080.0,Uni.,33600000.0,1.0,2010-09-17,10000000.0,63354114.0,2.3679655,5.3354114,en,Devil,10.203,5.9,1516,False
201,Devil's Due,2014.0,89.0,"Horror,Mystery,Thriller",4.1,15502.0,Fox,15800000.0,1.0,2014-01-17,7000000.0,36146087.0,1.2602087142857143,4.163726714285715,en,Devil's Due,5.893,4.5,303,False
202,Dhoom 3,2013.0,87.0,,6.5,49.0,Yash,8000000.0,1.0,2013-12-20,24000000.0,11723620.0,-0.6653352083333334,-0.5115158333333333,hi,धूम ३,6.797999999999999,5.9,136,True
203,Diary of a Wimpy Kid,2010.0,94.0,"Comedy,Drama,Family",6.2,38640.0,Fox,64000000.0,1.0,2010-03-19,15000000.0,76954311.0,3.2669083333333333,4.1302874,en,Diary of a Wimpy Kid,12.255999999999998,6.0,736,False
204,Diary of a Wimpy Kid: Dog Days,2012.0,94.0,"Comedy,Family",6.3,19571.0,Fox,49000000.0,1.0,2012-08-03,22000000.0,77229695.0,1.2276664545454545,2.510440681818182,en,Diary of a Wimpy Kid: Dog Days,11.36,6.2,440,False
205,Diary of a Wimpy Kid: Rodrick Rules,2011.0,99.0,"Comedy,Family",6.6,23135.0,Fox,52700000.0,1.0,2011-03-25,18000000.0,73695194.0,1.927696388888889,3.0941774444444445,en,Diary of a Wimpy Kid: Rodrick Rules,8.961,6.4,492,False
206,Diary of a Wimpy Kid: The Long Haul,2017.0,91.0,"Comedy,Family",4.4,5635.0,Fox,20700000.0,1.0,2017-05-19,22000000.0,35609577.0,-0.05733072727272727,0.6186171363636364,en,Diary of a Wimpy Kid: The Long Haul,10.839,5.6,193,False
207,Dinner for Schmucks,2010.0,114.0,Comedy,5.9,91546.0,P/DW,73000000.0,1.0,2010-07-30,69000000.0,86796502.0,0.05835271014492754,0.2579203188405797,en,Dinner for Schmucks,6.632000000000001,5.6,920,False
208,Dirty Grandpa,2016.0,102.0,Comedy,5.9,101393.0,LGF,35600000.0,1.0,2016-01-22,11500000.0,105078449.0,2.095053304347826,8.137256434782609,en,Dirty Grandpa,11.432,5.8,2667,False
209,Divergent,2014.0,139.0,"Action,Adventure,Mystery",6.7,399703.0,LG/S,150900000.0,1.0,2014-03-21,85000000.0,276014965.0,0.7758575882352942,2.247234882352941,en,Divergent,16.982,6.9,8279,False
210,Django Unchained,2012.0,165.0,"Drama,Western",8.4,1211405.0,Wein.,162800000.0,1.0,2012-12-25,100000000.0,449948323.0,0.62805434,3.49948323,en,Django Unchained,21.26,8.0,15725,False
211,Doctor Strange,2016.0,115.0,"Action,Adventure,Fantasy",7.5,514510.0,BV,232600000.0,1.0,2016-11-04,165000000.0,676404566.0,0.4099510303030303,3.099421612121212,en,Doctor Strange,33.035,7.3,12582,False
212,Dolphin Tale,2011.0,113.0,"Drama,Family",6.9,20746.0,WB,72300000.0,1.0,2011-09-23,37000000.0,96068724.0,0.9536967297297297,1.596452,en,Dolphin Tale,10.679,6.8,327,False
213,Dolphin Tale 2,2014.0,107.0,"Drama,Family",6.4,7579.0,WB,42000000.0,1.0,2014-09-12,36000000.0,57824533.0,0.1673481388888889,0.6062370277777778,en,Dolphin Tale 2,7.403,6.7,173,False
214,Don Jon,2013.0,90.0,"Comedy,Drama,Romance",6.6,216350.0,Rela.,24500000.0,1.0,2013-09-27,5500000.0,41268579.0,3.4504916363636364,6.503378,en,Don Jon,12.78,5.9,2709,False
215,Dope,2015.0,103.0,"Comedy,Crime,Drama",7.2,76557.0,ORF,17500000.0,1.0,2015-06-19,7000000.0,18190831.0,1.5009242857142857,1.598690142857143,en,Dope,9.246,7.2,954,False
216,Downsizing,2017.0,135.0,"Drama,Sci-Fi",5.7,74815.0,Par.,24400000.0,1.0,2017-12-22,68000000.0,54462971.0,-0.6404447941176471,-0.19907395588235294,en,Downsizing,10.682,5.1,1887,False
217,Draft Day,2014.0,110.0,"Drama,Sport",6.8,48812.0,LG/S,28800000.0,1.0,2014-04-11,25000000.0,29847480.0,0.15368948,0.1938992,en,Draft Day,10.581,6.6,460,False
218,Dream House,2011.0,84.0,"Drama,Mystery,Thriller",6.0,59714.0,Uni.,21300000.0,1.0,2011-09-30,50000000.0,41642166.0,-0.5739532,-0.16715668,en,Dream House,9.047,6.0,670,False
219,Dredd,2012.0,95.0,"Action,Crime,Sci-Fi",7.1,234616.0,LGF,13400000.0,1.0,2012-09-21,45000000.0,41467606.0,-0.7018952444444444,-0.07849764444444444,en,Dredd,13.222999999999999,6.7,2788,False
220,Drinking Buddies,2013.0,90.0,"Comedy,Drama,Romance",6.1,53546.0,,,0.0,2013-08-23,500000.0,407100.0,-0.312588,-0.1858,en,Drinking Buddies,8.997,6.0,528,False
221,Drive Hard,2014.0,92.0,"Action,Comedy,Crime",4.4,3907.0,,,0.0,2014-10-03,12000000.0,0.0,-1.0,-1.0,en,Drive Hard,6.957000000000001,4.0,94,False
222,Drunk Wedding,2015.0,81.0,Comedy,4.6,729.0,,,0.0,2015-05-22,600000.0,3301.0,-0.9944983333333334,-0.9944983333333334,en,Drunk Wedding,1.4,3.9,15,False
223,Dum Maaro Dum,2011.0,128.0,"Action,Crime,Drama",6.2,3616.0,FoxS,564000.0,0.0,2011-04-22,5200000.0,11633427.0,-0.8914444230769231,1.2371975,hi,दम मारो दम,1.4909999999999999,5.4,16,True
224,Dumb and Dumber To,2014.0,109.0,"Adventure,Comedy",5.6,118646.0,Uni.,86200000.0,1.0,2014-11-14,40000000.0,156553592.0,1.15520025,2.9138398,en,Dumb and Dumber To,15.964,5.5,1842,False
225,Dysfunctional Friends,2012.0,111.0,"Comedy,Drama",5.2,760.0,,,0.0,2012-02-03,1800000.0,0.0,-1.0,-1.0,en,Dysfunctional Friends,1.392,5.3,6,False
226,Early Man,2018.0,89.0,"Adventure,Animation,Comedy",6.1,15882.0,LGF,8300000.0,1.0,2018-02-16,50000000.0,45285890.0,-0.83464912,-0.0942822,en,Early Man,16.675,5.9,338,False
227,Earth to Echo,2014.0,91.0,"Adventure,Family,Sci-Fi",5.8,17627.0,Rela.,38900000.0,1.0,2014-07-02,13000000.0,42174545.0,1.9949878461538462,2.2441957692307692,en,Earth to Echo,7.189,5.7,377,False
228,Easy A,2010.0,92.0,"Comedy,Drama,Romance",7.1,330125.0,SGem,58400000.0,1.0,2010-09-17,8000000.0,76200721.0,6.300183,8.525090125,en,Easy A,14.69,6.8,4168,False
229,Edge of Darkness,2010.0,117.0,"Crime,Drama,Mystery",6.6,84753.0,WB,43300000.0,1.0,2010-01-29,60000000.0,82812456.0,-0.2781018333333333,0.3802076,en,Edge of Darkness,11.252,6.3,794,False
230,Edge of Tomorrow,2014.0,113.0,"Action,Sci-Fi",7.9,546284.0,WB,100200000.0,1.0,2014-06-06,178000000.0,370541256.0,-0.4370435056179775,1.0816924494382023,en,Edge of Tomorrow,19.753,7.6,8047,False
231,Eighth Grade,2018.0,93.0,"Comedy,Drama",7.5,43256.0,,,0.0,2018-07-13,2000000.0,14341016.0,5.769855,6.170508,en,Eighth Grade,14.777000000000001,7.4,519,False
232,End of Watch,2012.0,109.0,"Action,Crime,Drama",7.6,211308.0,ORF,41000000.0,1.0,2012-09-21,15000000.0,57586606.0,1.7335580666666666,2.8391070666666667,en,End of Watch,13.152000000000001,7.3,1770,False
233,Ender's Game,2013.0,114.0,"Action,Adventure,Fantasy",6.6,211722.0,LG/S,61700000.0,1.0,2013-11-01,110000000.0,127983283.0,-0.4387528090909091,0.16348439090909092,en,Ender's Game,15.533,6.6,3558,False
234,Endless Love,2014.0,104.0,"Drama,Romance",6.3,37869.0,,,0.0,2014-02-14,20000000.0,34718173.0,0.1719125,0.73590865,en,Endless Love,8.776,6.8,990,False
235,Enough Said,2013.0,93.0,"Comedy,Drama,Romance",7.0,55698.0,FoxS,17600000.0,1.0,2013-09-18,8000000.0,25621449.0,1.193859,2.202681125,en,Enough Said,8.722000000000001,6.7,464,False
236,Enter the Void,2010.0,87.0,,6.5,49.0,IFC,336000.0,1.0,2010-09-24,16000000.0,1467278.0,-0.9788751875,-0.908295125,en,Enter the Void,9.562999999999999,7.3,773,False
237,Entourage,2015.0,104.0,Comedy,6.6,71519.0,WB,32400000.0,1.0,2015-06-03,30000000.0,46438538.0,0.07878013333333334,0.5479512666666667,en,Entourage,13.802,6.2,647,False
238,Epic,2013.0,102.0,"Adventure,Animation,Family",6.7,95318.0,Fox,107500000.0,1.0,2013-05-24,100000000.0,262794441.0,0.07518682,1.62794441,en,Epic,13.995,6.4,1670,False
239,Escape Plan,2013.0,115.0,"Action,Crime,Mystery",6.7,211587.0,LG/S,25100000.0,1.0,2013-10-18,70000000.0,103735965.0,-0.6409147857142857,0.48194235714285716,en,Escape Plan,17.88,6.7,2799,False
